name,line
Con,https://tenor.com/view/winterkl-robot-dog-banana-peel-gif-12581423
giannakisftw,for ever alone
Con,you mean hand of fate 2?
Kahlan,"and not all sets are ""toys"" and so only have the minimum age e.g 6+"
Turok,https://twitter.com/i/status/1182040670263005185
Almond™ of the day.,"No, haven't watched any recently"
giannakisftw,@xdo go 🥥@xdo go 🥥
Mel0n,<:no:622133750066708490>
Con,pop corn heads ❤️ i love them
Con,-play nyan cat 100 hour version
Almond™ of the day.,Ducks are too cute.
Almond™ of the day.,l a m e
Con,its just 6 minutes walk xD
Con,y0s!
Nodtriel,"Adam died at the age of 930 years old 
It stands to reason that we could have all lived that long if it wasn't for all the inbreeding"
giannakisftw,X
Meldanen ( ͡° ͜ʖ ͡°),https://www.facebook.com/groups/cypruscomiccon/permalink/2923098537772795/
Almond™ of the day.,"Oh, perfect."
Almond™ of the day.,It must be.
Nodtriel,-play https://www.youtube.com/watch?v=-nmq1h5cQdk&list=PL1897B48A0E3E8401
Almond™ of the day.,You're the one fighting!
Mel0n,<:aaaaa:534426568601108491>
Nodtriel,-play woodkid - run boy run
Nodtriel,Happy birthday @Rin
Con,huh?
Con,<:eqeqeq:534427246488977418>
Almond™ of the day.,"Piss in the shower, yo"
Nodtriel,https://www.youtube.com/watch?v=7hWRXWVvNCY
Con,And singed
Con,you can dress as birbs
Almond™ of the day.,?
Almond™ of the day.,It's *great.* <:eqeqeq:534427246488977418>
Mel0n,are you modelling her after astrina?
Nodtriel,-stop
Almond™ of the day.,Yes xD
Mel0n,<:lipbalm:534433099782553611>
giannakisftw,99999999999 points to con!
Nodtriel,Yeah they recently introduced it
Turok,https://www.youtube.com/watch?v=hYbTmpBSuOk
Turok,https://twitter.com/i/status/1200233792901746688
Mel0n,used to do this as a kid
giannakisftw,its the plague lands
giannakisftw,i am not a doctors job
Mel0n,hahaha ❤️
giannakisftw,pleb pool party
Con,ok xD
Mel0n,yes
giannakisftw,@A 🍍  i want u to describe this with up to 7 words
Kahlan,one sec lemmie take photos
giannakisftw,"it would be itchhy on my arms and face, and legs during summer.... but yea.... u though  i would be naked in there...."
Almond™ of the day.,or cum.
Nodtriel,Scoob and Shag is a fan made comic
Kahlan,hey fam it's part of my costume
Mel0n,[memory]
Mel0n,been following for a long time
Mel0n,jasmine is my favourite flower
Turok,https://twitter.com/askipdivided/status/1368951178395025409
Mel0n,i'm guessing she's referring to corona
Con,"is that a ""yes"" or a ""why""? xD"
Almond™ of the day.,one of the cats
Con,do not anger our future master
giannakisftw,".... an sou po pos gia kapio logo niotho trollaris je enne to tilefono sou touto, en na me pistepsis? 😄"
Meldanen ( ͡° ͜ʖ ͡°),I doubt we'll find a table 👀
milkypaws,that is awfuuul
giannakisftw,"xD the only weeb shit, that sibl would accept to sit and watch xD"
Mel0n,every single direction
Nodtriel,-skip
Mel0n,ye
Con,how is that even possible xD
Kahlan,Have coffee for dinner
Almond™ of the day.,Because you were too hairy for her to bite you
Kahlan,who ended up disliking it anyway
Con,some pokemon were a bit creepy
Kahlan,yeah it's him
giannakisftw,"Sorry, no genius type. I cant relate to any of them"
milkypaws,im not talking about tutorials guys
giannakisftw,no!?!?!?! forget how * the love of my life * left me for a sentient dick????
milkypaws,"Staircase will be real marble, but everything else will be granite"
Nodtriel,💾
Meldanen ( ͡° ͜ʖ ͡°),;;omegabonk
giannakisftw,CD!!!!
Mel0n,anyways i'm happy with the ending i got
Nodtriel,<:eqeqeq:534427246488977418>
giannakisftw,😦
Kahlan,never seen potat either
giannakisftw,https://www.youtube.com/watch?v=HkWH5n2uFF8
Meldanen ( ͡° ͜ʖ ͡°),i am so funny
Meldanen ( ͡° ͜ʖ ͡°),"we need an admong channel to not spam the others, maybe"
Nodtriel,"I'm kidding, im guessing its Witcher 3"
Con,it was an excuse
Kahlan,ancestral guilt is my fav
Almond™ of the day.,We all know why
giannakisftw,@Lady Sibling of Cheesehampton 🧀
Con,new class? 😮
Con,intredasting
giannakisftw,comes from u lol
giannakisftw,legit the only person with negative KDA
giannakisftw,Raw i believe
Con,😂
Con,tyt
Almond™ of the day.,OMG STOP TALKING ABOUT EUROVISION AND JUST DO THE MORNING MEETING.
giannakisftw,Me t to  be on general channel
Mel0n,@BUTT🥝🕷🕷🕷🕷🕷
Con,"the dungeon run was nice, though"
giannakisftw,"no worries sibl, she is mustachio. its gonna be our little secret"
Con,https://www.youtube.com/watch?v=1E6akWxtZJg
giannakisftw,-play ta prostixa ta mavra ta essorouxa sou
Nodtriel,the bottom part will change once the clothes are drawn
Con,yes they do <:sadness:534426569406545921>
Con,https://www.instagram.com/p/B3dCZ5UHLJU/
giannakisftw,is he bad???
Meldanen ( ͡° ͜ʖ ͡°),woah
Con,"there's one that gives your support abilities heal, even if they are just movement speed buff"
Con,<:snaccs:559461623065215007>
Meldanen ( ͡° ͜ʖ ͡°),ooo you're getting some upgrades soon
Mel0n,-stop
giannakisftw,lol
Nodtriel,"I'm honestly not sure where they will go with it, they should have gotten on with it and ||explored who Meliodas ||is but at this point they are milking it"
Nodtriel,lol!
Turok,I saw the recent content update with Hajikostas
Meldanen ( ͡° ͜ʖ ͡°),oh right. Maybe that's why the money is not in yet
giannakisftw,so.... 2020 july is the birbocalypse?
Kahlan,and the internet was who caught him esentially cos the popo's didn't care
Meldanen ( ͡° ͜ʖ ͡°),What aboot ketchup and butter
Meldanen ( ͡° ͜ʖ ͡°),<:sadness:534426569406545921>
Nodtriel,Aipom
Kahlan,FB won't load :C
Con,i saw it xD
Mel0n,so it starts at 8
Con,people will be experimenting for a while
Con,what is this abomination
giannakisftw,"i also expected me to be at bed at 11, but i was doing some open word pvp with some friends in wow and shit got real xD"
Meldanen ( ͡° ͜ʖ ͡°),👀
El Bonko,"⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄giannakis⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄
   ⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄
   ⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⡀⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄
   ⠄⠄⠄⠄⠄⠄⠄⠄⠄⢀⣔⢧⣓⢖⡮⣎⢮⢣⡫⡂⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄
   g⠄⠄⠄⠄⠄⠄⠄⠄⢠⡺⣧⣳⢵⡳⡝⡎⣎⢇⢏⢎⢲⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⡠⡄⠄⠄⠄⠄⠄⠄⠄g
   i⠄⠄⠄⠄⠄⠄⠄⡀⡧⣫⡳⡳⡓⡝⢚⢻⢽⢺⢼⢼⢼⡁⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠠⣀⢀⠄⠄⣠⢪⢣⠊⠄⠄⠄⠄⠄⠄⠄.i
   a⠄⠄⠄⠄⢀⢠⡪⣞⣝⣞⢮⡳⡱⢌⢂⠢⡑⡸⡸⡹⣝⡾⣄⠄⠄⠄⠄⠄⠄⠄⠄⠄⣀⡱⡀⠈⠄⡀⡮⡪⠊⠄⠄⠄⠄⠄⠄⠄⠄⠄a
   n⠄⠄⠄⢠⢞⣜⢮⢮⢺⢜⢷⢽⢮⢇⢇⢕⢵⡧⣇⢇⢗⡿⡻⠄⠄⠄⠄⠄⠄⢠⠄⢄⠈⠂⠄⢀⢖⢝⠜⠄⠄⡀⠄⠄⠄⠄⠄⠄⠄⠄n
   n⠄⠄⡠⢯⢯⡺⡧⣳⡱⢍⠇⡏⢎⠫⡢⢊⠜⢜⢕⠝⠁⠄⠄⠄⠄⠄⠄⣀⢄⠈⠢⠜⠄⢀⢔⢇⡯⣢⢆⡶⡤⣄⡀⡐⠄⠁⠄⠐⠄⠄n
   a⠄⢠⣝⢵⡫⡿⣝⢮⡪⡣⡓⠜⢔⢑⠌⢔⠨⢂⠢⠡⠄⠄⠄⠄⠄⠄⠄⠙⢆⠅⠄⠄⡆⡧⣫⡺⡼⡪⢷⢽⢯⣗⢯⡆⡄⠄⠄⠄⠄⠄a
   k⠄⣞⢾⢵⡫⡯⣗⣝⢮⢢⠪⡘⡐⢅⢊⠔⡨⠢⡑⡅⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⢀⢮⣺⢽⢳⡹⡰⡨⠪⡽⣕⢯⡳⣝⡦⡀⠄⠄⡀⠄k
   i⠄⣞⢽⣝⢮⢯⣺⢮⣳⡳⡵⡸⡨⡢⣑⢑⢌⢎⠪⡢⠄⠄⠄⠄⠄⠄⠄⠄⢠⠪⣳⣟⢮⢳⢕⣽⢪⢘⢜⢜⢮⡳⡽⣕⡯⣖⠄⠄⠄⠄.i
   s⠄⠘⣝⢮⢯⣳⣳⣻⣺⡪⣳⢱⢱⢸⢰⢵⡕⡔⡑⡌⡀⠄⠄⠄⠄⠄⢀⠦⠃⠁⢻⣽⢕⣗⡽⡳⡱⡐⢕⢕⡳⡽⣝⡮⣯⡺⣕⡀⠄⠄s
   ⠄⠄⠈⠹⢳⣳⣻⣞⡧⣏⢮⢪⠪⡪⡪⡳⡽⣰⢨⢊⠪⠪⠢⡢⢄⢔⠍⠄⠄⠄⠈⠈⢑⢗⠝⢜⠰⡘⣜⢼⣝⣞⣗⢯⡳⣝⢮⢆⠄⠄⠄
   ⠄⠄⠄⠄⠄⠈⠘⠷⢟⢮⡳⡱⣑⢌⠪⠨⠪⠺⠸⡨⡢⢄⣀⢰⠍⠄⠄⠄⠄⠄⠄⡀⢘⢌⢎⠪⡪⡪⡮⣗⢗⣗⢽⢕⢯⢮⡳⣯⠄⠄⠄
   ⠄⠄⠄⠄⠄⠄⠄⠄⠄⠙⡮⡣⡁⠄⠄⠄⠄⠄⠄⠈⠨⡢⡪⠢⠋⠄⠄⠄⠄⠄⠁⠄⠨⡢⡑⡅⢕⠕⣕⢳⢹⢸⢪⢳⡹⡮⡯⡷⡅⠄⠄
   ⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⢯⢎⢆⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠁⠄⠄⠄⠄⠈⠄⠄⠄⠈⠂⠑⠘⠐⠑⠘⠘⠘⠘⠘⠊⠙⠙⠙⠋⠃⠄ ⠄"
HITM0N,knittendons
Meldanen ( ͡° ͜ʖ ͡°),silly melon
Nodtriel,that does not sound good
giannakisftw,dont*
Con,😂
Almond™ of the day.,"You aren't allowed a differing opinion, Con. Jeez. I thought you'd understand this by now."
giannakisftw,u dare question my dream logic????
Turok,In regards to what
Mel0n,cause it's glass
giannakisftw,too l8 anw xD
giannakisftw,"also at first glance, the pillar on her left, i though it was a giant sniper rifle 0.o"
giannakisftw,if u still wanna join let me know
Nodtriel,Cut my life into peaces
Nodtriel,"I think that's what it is
Was never a fan of Auto Chess"
Turok,LITTERALY
Nodtriel,https://www.youtube.com/watch?v=IzdkVRZV4vc
Mel0n,Where did you watch parasite?
Turok,https://twitter.com/i/status/1180438803036692480
Meldanen ( ͡° ͜ʖ ͡°),"if not, go to a shop"
giannakisftw,use me con!!! <:uwu:534426569423323147> <:uwu:534426569423323147> <:uwu:534426569423323147>
Kahlan,ah
Mel0n,of course not
Almond™ of the day.,"I'm tired, already in bed, and that entire paragraph just needs retyping from scratch <:eqeqeq:534427246488977418> that's a problem for the Sibling of tomorrow."
giannakisftw,unless i missed something
Meldanen ( ͡° ͜ʖ ͡°),You just realised?
Kahlan,His career?
Nodtriel,I don't remember my dreams probably because I was too busy snoring because of the bed
Almond™ of the day.,THE MIGHTY PUSH UP BRA
giannakisftw,https://giphy.com/gifs/horror-14fb6qSKwFLbGg
Mel0n,I was just informed that the kitten is dead
Con,hmmm maybe we should suggest that <:eqeqeq:534427246488977418>
Mel0n,@Joph 🍋
Almond™ of the day.,I'm sure the accounts aren't all one person.
Almond™ of the day.,cute
Almond™ of the day.,"It's the love-glow, duh."
Almond™ of the day.,"You realise you posted this in the middle of a work day, right?"
Con,that too
Mel0n,🐊
giannakisftw,https://giphy.com/gifs/netflix-a-series-of-unfortunate-events-asoue-7OVCyD5KA5cVlw8wEY
Con,new support items are good
Mel0n,nai ennen?
milkypaws,It's a stressful yet productive phase
Kahlan,"Oh lawd, be prepared with all the BS you are gonna get suggested"
Mel0n,you're joseph not jozeph
Kahlan,😂
Nodtriel,:P
giannakisftw,"basically, there is a pool of ~100 characters, that has a category and a sub category. like a race and a class"
Nodtriel,-play kings of leon pyro
Nodtriel,yup
Nodtriel,She can't she is the server owner
Almond™ of the day.,cool!
Mel0n,if you beat him 512 times and you don't get it once then that's you being unlucky
Meldanen ( ͡° ͜ʖ ͡°),-play thunder island
Turok,of course we are playing wow classic
giannakisftw,its just a troll/spamm/fishing /pedophile/whatever person
Mel0n,so  ican't revert to decisions halfway through the game
Almond™ of the day.,They probably think I'm dying now.
Mel0n,<:mlem:539541617556717569>
Kahlan,https://tenor.com/view/pedro-monkey-puppet-meme-awkward-gif-15268759
Mel0n,i believe she meant cure
giannakisftw,oh!!!!!!!! nvm
Con,i play sometimes but i wonder why
Nodtriel,We have to get 100% completion and everyone here has to watch us play it
Kahlan,it may have been from anything
Mel0n,where's the fish
Meldanen ( ͡° ͜ʖ ͡°),are you sure it's not the model you like?
Con,.birb
Almond™ of the day.,Is taking your CV shop to shop not a thing in CY?
Almond™ of the day.,There are left-handed scissors.
giannakisftw,* blushes * stop u.... :3
milkypaws,"""Oh you wanted a silhouette?"""
Con,Good thing I'm wearing a mask so no one can see that I'm laughing <:eqeqeq:534427246488977418>
Kahlan,Try it
Con,Maybe he means Adobe Illustrator
milkypaws,Eshi paramana poupisw alopws 🤣
Con,"tag yourselves, I'm regular raccoon"
milkypaws,"I liked the first one (hand of fate), I saw some reviews that the second isn't as good, but since it's free, I might as well try it out"
giannakisftw,starecase xD
Kahlan,it's whatever you are used to innit
milkypaws,I think not interested in the terrain minis
giannakisftw,that they offer venison meet?
Kahlan,Ironicaly are you drinking corona
Almond™ of the day.,you can get soft wool too
giannakisftw,i did
Nodtriel,"i tired to find a gif of someone talking in wc3, i couldn't find what i was looking for so here is this instead"
Almond™ of the day.,<:eqeqeq:534427246488977418>
Mel0n,3 large dollops of it
giannakisftw,xD
Meldanen ( ͡° ͜ʖ ͡°),And we're doing that now
Mel0n,i'm in limasshole with shitlaptope
Nodtriel,https://www.youtube.com/watch?v=gR5KVIP7PKk
Nodtriel,color management role
Con,<:eqeqeq:534427246488977418>
Con,$w
Meldanen ( ͡° ͜ʖ ͡°),^^
giannakisftw,oi... i just found it very boring
Con,<:eqeqeq:534427246488977418>
El Bonko,<:bonk:755409585841504358>
El Bonko,Better ask yourself
Mel0n,obviously lol
Meldanen ( ͡° ͜ʖ ͡°),This should be illegal
Mel0n,youtube recommended this song to me https://www.youtube.com/watch?v=g3jCAyPai2Y
Mel0n,dreamt i went to london to see my bruv and i forgot about corona and i was touching everything in  public places an then my face and hair and then i remembered  and i started to panic
Nodtriel,yeah i obviously knew it was ping :P
Mel0n,lol
Mel0n,woah
Mel0n,naise
Mel0n,and parts of them are shown
Con,Gief good thing
giannakisftw,gonna be free from what i heard
Almond™ of the day.,So sexy
Almond™ of the day.,That kind of game
Mel0n,https://www.facebook.com/groups/likeornot/permalink/2409293929184131/
Con,every power comes with a down side
Mel0n,🔪
Mel0n,-play somebody that i used to know
Con,https://tenor.com/view/risitas-main-dent-issou-gif-9505807
Con,garboskoufitsa
Almond™ of the day.,It seems like they hate you too 😦
Meldanen ( ͡° ͜ʖ ͡°),<:yes:797254357989064705>
Con,Look at this giant horse! It's YUGE!
Mel0n,but it can be drag
giannakisftw,It still is confusing as fuck -.- glen dont like it
Mel0n,-play mambo number 5
Nodtriel,oh no furries
giannakisftw,the nighgtmare is back....
Almond™ of the day.,Yaaaaaaaaaaaaaaaaaas
Meldanen ( ͡° ͜ʖ ͡°),💰 💰 💰
Mel0n,they imitate parquet
Meldanen ( ͡° ͜ʖ ͡°),-play never ending story
Meldanen ( ͡° ͜ʖ ͡°),Or a leg
Turok,They made me sad.
Con,yes xD
Con,nargile is garbo anyway
Mel0n,-stop
Kahlan,https://tenor.com/view/damn-shookt-shocked-gif-5580082
Mel0n,-stop
Kahlan,https://www.instagram.com/p/B3fO5AdlwVD/?igshid=1kjr6raisz8rs
Almond™ of the day.,AND WHEN SHE GOT OFF
Almond™ of the day.,Nice!
Almond™ of the day.,MY PCs ARE HELL.
Meldanen ( ͡° ͜ʖ ͡°),Sounds fun
Con,sure
Almond™ of the day.,Like your face.
Mel0n,He's pooping
Almond™ of the day.,mm
Mel0n,aanyway
giannakisftw,nothing happened. apla en akousa tpt about xin zhao for so long
Kahlan,"Hunting foxes in RDO
""Oohh i see foxies tracks here, smol foxies here, time to hunt you with some tasty baity baits and meatses, come here little foxies""
*Throws bait around and hides to wait
"" Man these guys are taking an age to show up, what's happening""
*Goes to check bait
*Walks right into bear that the bait has attracted*"
